country,code,year,percentage,latitude,longitude,continent
Ecuador,EC,1996,16.5,-1.831239,-78.183406,Americas
Ecuador,EC,1997,15.25,-1.831239,-78.183406,Americas
Ecuador,EC,1998,15.1,-1.831239,-78.183406,Americas
Ecuador,EC,1999,18.3,-1.831239,-78.183406,Americas
Ecuador,EC,2000,20.58,-1.831239,-78.183406,Americas
Ecuador,EC,2001,18.73,-1.831239,-78.183406,Americas
Ecuador,EC,2002,20.08,-1.831239,-78.183406,Americas
Ecuador,EC,2003,18.73,-1.831239,-78.183406,Americas
Ecuador,EC,2004,17.8,-1.831239,-78.183406,Americas
Ecuador,EC,2005,15.73,-1.831239,-78.183406,Americas
Ecuador,EC,2006,15.39,-1.831239,-78.183406,Americas
Ecuador,EC,2007,18.55,-1.831239,-78.183406,Americas
Ecuador,EC,2008,21.54,-1.831239,-78.183406,Americas
Ecuador,EC,2009,17.95,-1.831239,-78.183406,Americas
Ecuador,EC,2010,15.08,-1.831239,-78.183406,Americas
Ecuador,EC,2011,18.2,-1.831239,-78.183406,Americas
Ecuador,EC,2012,18.82,-1.831239,-78.183406,Americas
Ecuador,EC,2013,16.45,-1.831239,-78.183406,Americas
Ecuador,EC,2014,16.33,-1.831239,-78.183406,Americas
Ecuador,EC,2015,18.61,-1.831239,-78.183406,Americas
Ecuador,EC,2016,22.43,-1.831239,-78.183406,Americas
Ecuador,EC,2017,27.01,-1.831239,-78.183406,Americas
Ecuador,EC,2018,26.15,-1.831239,-78.183406,Americas
Ecuador,EC,2019,30.39,-1.831239,-78.183406,Americas
Egypt,EG,1965,5.27,26.820553,30.802498,Africa
Egypt,EG,1966,5.27,26.820553,30.802498,Africa
Egypt,EG,1967,6.64,26.820553,30.802498,Africa
Egypt,EG,1968,9.41,26.820553,30.802498,Africa
Egypt,EG,1969,15.26,26.820553,30.802498,Africa
Egypt,EG,1970,14.38,26.820553,30.802498,Africa
Egypt,EG,1971,15.06,26.820553,30.802498,Africa
Egypt,EG,1972,13.87,26.820553,30.802498,Africa
Egypt,EG,1973,14.66,26.820553,30.802498,Africa
Egypt,EG,1974,15.3,26.820553,30.802498,Africa
Egypt,EG,1975,15.33,26.820553,30.802498,Africa
Egypt,EG,1976,15.12,26.820553,30.802498,Africa
Egypt,EG,1977,15.75,26.820553,30.802498,Africa
Egypt,EG,1978,16.36,26.820553,30.802498,Africa
Egypt,EG,1979,14.48,26.820553,30.802498,Africa
Egypt,EG,1980,12.95,26.820553,30.802498,Africa
Egypt,EG,1981,11.86,26.820553,30.802498,Africa
Egypt,EG,1982,10.91,26.820553,30.802498,Africa
Egypt,EG,1983,9.41,26.820553,30.802498,Africa
Egypt,EG,1984,8.48,26.820553,30.802498,Africa
Egypt,EG,1985,7.77,26.820553,30.802498,Africa
Egypt,EG,1986,7.44,26.820553,30.802498,Africa
Egypt,EG,1987,7.1,26.820553,30.802498,Africa
Egypt,EG,1988,6.78,26.820553,30.802498,Africa
Egypt,EG,1989,6.9,26.820553,30.802498,Africa
Egypt,EG,1990,7,26.820553,30.802498,Africa
Egypt,EG,1991,6.89,26.820553,30.802498,Africa
Egypt,EG,1992,6.82,26.820553,30.802498,Africa
Egypt,EG,1993,6.95,26.820553,30.802498,Africa
Egypt,EG,1994,7.25,26.820553,30.802498,Africa
Egypt,EG,1995,7.13,26.820553,30.802498,Africa
Egypt,EG,1996,6.95,26.820553,30.802498,Africa
Egypt,EG,1997,6.83,26.820553,30.802498,Africa
Egypt,EG,1998,6.75,26.820553,30.802498,Africa
Egypt,EG,1999,7.01,26.820553,30.802498,Africa
Egypt,EG,2000,7,26.820553,30.802498,Africa
Egypt,EG,2001,6.76,26.820553,30.802498,Africa
Egypt,EG,2002,6.44,26.820553,30.802498,Africa
Egypt,EG,2003,5.62,26.820553,30.802498,Africa
Egypt,EG,2004,5.38,26.820553,30.802498,Africa
Egypt,EG,2005,5.02,26.820553,30.802498,Africa
Egypt,EG,2006,4.84,26.820553,30.802498,Africa
Egypt,EG,2007,5.05,26.820553,30.802498,Africa
Egypt,EG,2008,5.07,26.820553,30.802498,Africa
Egypt,EG,2009,4.48,26.820553,30.802498,Africa
Egypt,EG,2010,4.11,26.820553,30.802498,Africa
Egypt,EG,2011,4.12,26.820553,30.802498,Africa
Egypt,EG,2012,3.93,26.820553,30.802498,Africa
Egypt,EG,2013,3.93,26.820553,30.802498,Africa
Egypt,EG,2014,3.9,26.820553,30.802498,Africa
Egypt,EG,2015,4,26.820553,30.802498,Africa
Egypt,EG,2016,3.91,26.820553,30.802498,Africa
Egypt,EG,2017,3.71,26.820553,30.802498,Africa
Egypt,EG,2018,3.86,26.820553,30.802498,Africa
Egypt,EG,2019,4.56,26.820553,30.802498,Africa
Estonia,EE,1985,0,58.595272,25.013607,Europe
Estonia,EE,1986,0,58.595272,25.013607,Europe
Estonia,EE,1987,0,58.595272,25.013607,Europe
Estonia,EE,1988,0,58.595272,25.013607,Europe
Estonia,EE,1989,0,58.595272,25.013607,Europe
Estonia,EE,1990,0,58.595272,25.013607,Europe
Estonia,EE,1991,0,58.595272,25.013607,Europe
Estonia,EE,1992,0,58.595272,25.013607,Europe
Estonia,EE,1993,0,58.595272,25.013607,Europe
Estonia,EE,1994,0,58.595272,25.013607,Europe
Estonia,EE,1995,0.03,58.595272,25.013607,Europe
Estonia,EE,1996,0.02,58.595272,25.013607,Europe
Estonia,EE,1997,0.04,58.595272,25.013607,Europe
Estonia,EE,1998,0.06,58.595272,25.013607,Europe
Estonia,EE,1999,0.08,58.595272,25.013607,Europe
Estonia,EE,2000,0.09,58.595272,25.013607,Europe
Estonia,EE,2001,0.09,58.595272,25.013607,Europe
Estonia,EE,2002,0.17,58.595272,25.013607,Europe
Estonia,EE,2003,0.2,58.595272,25.013607,Europe
Estonia,EE,2004,0.26,58.595272,25.013607,Europe
Estonia,EE,2005,0.47,58.595272,25.013607,Europe
Estonia,EE,2006,0.56,58.595272,25.013607,Europe
Estonia,EE,2007,0.57,58.595272,25.013607,Europe
Estonia,EE,2008,0.79,58.595272,25.013607,Europe
Estonia,EE,2009,2.41,58.595272,25.013607,Europe
Estonia,EE,2010,3.82,58.595272,25.013607,Europe
Estonia,EE,2011,4.16,58.595272,25.013607,Europe
Estonia,EE,2012,5.12,58.595272,25.013607,Europe
Estonia,EE,2013,4.07,58.595272,25.013607,Europe
Estonia,EE,2014,4.66,58.595272,25.013607,Europe
Estonia,EE,2015,5.51,58.595272,25.013607,Europe
Estonia,EE,2016,5.44,58.595272,25.013607,Europe
Estonia,EE,2017,7.85,58.595272,25.013607,Europe
Estonia,EE,2018,5.77,58.595272,25.013607,Europe
Estonia,EE,2019,7.3,58.595272,25.013607,Europe
Finland,FI,1965,22.85,61.92411,25.748151,Europe
Finland,FI,1966,22.27,61.92411,25.748151,Europe
Finland,FI,1967,23.72,61.92411,25.748151,Europe
Finland,FI,1968,19.67,61.92411,25.748151,Europe
Finland,FI,1969,14.87,61.92411,25.748151,Europe
Finland,FI,1970,14.7,61.92411,25.748151,Europe
Finland,FI,1971,16.07,61.92411,25.748151,Europe
Finland,FI,1972,14.8,61.92411,25.748151,Europe
Finland,FI,1973,13.68,61.92411,25.748151,Europe
Finland,FI,1974,17.16,61.92411,25.748151,Europe
Finland,FI,1975,16.22,61.92411,25.748151,Europe
Finland,FI,1976,11.85,61.92411,25.748151,Europe
Finland,FI,1977,14.42,61.92411,25.748151,Europe
Finland,FI,1978,11.16,61.92411,25.748151,Europe
Finland,FI,1979,11.46,61.92411,25.748151,Europe
Finland,FI,1980,10.82,61.92411,25.748151,Europe
Finland,FI,1981,14.37,61.92411,25.748151,Europe
Finland,FI,1982,13.95,61.92411,25.748151,Europe
Finland,FI,1983,14.63,61.92411,25.748151,Europe
Finland,FI,1984,13.69,61.92411,25.748151,Europe
Finland,FI,1985,12.13,61.92411,25.748151,Europe
Finland,FI,1986,12.05,61.92411,25.748151,Europe
Finland,FI,1987,12.75,61.92411,25.748151,Europe
Finland,FI,1988,12.42,61.92411,25.748151,Europe
Finland,FI,1989,12.06,61.92411,25.748151,Europe
Finland,FI,1990,13.91,61.92411,25.748151,Europe
Finland,FI,1991,15.49,61.92411,25.748151,Europe
Finland,FI,1992,17.18,61.92411,25.748151,Europe
Finland,FI,1993,16.45,61.92411,25.748151,Europe
Finland,FI,1994,14.68,61.92411,25.748151,Europe
Finland,FI,1995,16.5,61.92411,25.748151,Europe
Finland,FI,1996,14.28,61.92411,25.748151,Europe
Finland,FI,1997,15.82,61.92411,25.748151,Europe
Finland,FI,1998,18.72,61.92411,25.748151,Europe
Finland,FI,1999,16.56,61.92411,25.748151,Europe
Finland,FI,2000,18.14,61.92411,25.748151,Europe
Finland,FI,2001,16.24,61.92411,25.748151,Europe
Finland,FI,2002,14.71,61.92411,25.748151,Europe
Finland,FI,2003,13.09,61.92411,25.748151,Europe
Finland,FI,2004,17.68,61.92411,25.748151,Europe
Finland,FI,2005,17.58,61.92411,25.748151,Europe
Finland,FI,2006,15.7,61.92411,25.748151,Europe
Finland,FI,2007,16.98,61.92411,25.748151,Europe
Finland,FI,2008,20.25,61.92411,25.748151,Europe
Finland,FI,2009,17.22,61.92411,25.748151,Europe
Finland,FI,2010,17.45,61.92411,25.748151,Europe
Finland,FI,2011,18.79,61.92411,25.748151,Europe
Finland,FI,2012,22.67,61.92411,25.748151,Europe
Finland,FI,2013,20.23,61.92411,25.748151,Europe
Finland,FI,2014,22.24,61.92411,25.748151,Europe
Finland,FI,2015,25.63,61.92411,25.748151,Europe
Finland,FI,2016,23.81,61.92411,25.748151,Europe
Finland,FI,2017,25.6,61.92411,25.748151,Europe
Finland,FI,2018,25.6,61.92411,25.748151,Europe
Finland,FI,2019,26.15,61.92411,25.748151,Europe
France,FR,1965,10.01,46.227638,2.213749,Europe
France,FR,1966,10.97,46.227638,2.213749,Europe
France,FR,1967,9,46.227638,2.213749,Europe
France,FR,1968,9.53,46.227638,2.213749,Europe
France,FR,1969,9.09,46.227638,2.213749,Europe
France,FR,1970,9,46.227638,2.213749,Europe
France,FR,1971,7.48,46.227638,2.213749,Europe
France,FR,1972,7.01,46.227638,2.213749,Europe
France,FR,1973,6.32,46.227638,2.213749,Europe
France,FR,1974,7.56,46.227638,2.213749,Europe
France,FR,1975,8.54,46.227638,2.213749,Europe
France,FR,1976,6.5,46.227638,2.213749,Europe
France,FR,1977,10.01,46.227638,2.213749,Europe
France,FR,1978,8.6,46.227638,2.213749,Europe
France,FR,1979,8.13,46.227638,2.213749,Europe
France,FR,1980,8.61,46.227638,2.213749,Europe
France,FR,1981,9.04,46.227638,2.213749,Europe
France,FR,1982,9.18,46.227638,2.213749,Europe
France,FR,1983,8.83,46.227638,2.213749,Europe
France,FR,1984,8.1,46.227638,2.213749,Europe
France,FR,1985,7.47,46.227638,2.213749,Europe
France,FR,1986,7.36,46.227638,2.213749,Europe
France,FR,1987,8.14,46.227638,2.213749,Europe
France,FR,1988,8.71,46.227638,2.213749,Europe
France,FR,1989,5.3,46.227638,2.213749,Europe
France,FR,1990,5.89,46.227638,2.213749,Europe
France,FR,1991,5.94,46.227638,2.213749,Europe
France,FR,1992,7.02,46.227638,2.213749,Europe
France,FR,1993,6.61,46.227638,2.213749,Europe
France,FR,1994,8.14,46.227638,2.213749,Europe
France,FR,1995,7.43,46.227638,2.213749,Europe
France,FR,1996,6.53,46.227638,2.213749,Europe
France,FR,1997,6.46,46.227638,2.213749,Europe
France,FR,1998,6.14,46.227638,2.213749,Europe
France,FR,1999,7.01,46.227638,2.213749,Europe
France,FR,2000,6.4,46.227638,2.213749,Europe
France,FR,2001,7.03,46.227638,2.213749,Europe
France,FR,2002,5.85,46.227638,2.213749,Europe
France,FR,2003,5.64,46.227638,2.213749,Europe
France,FR,2004,5.65,46.227638,2.213749,Europe
France,FR,2005,5.08,46.227638,2.213749,Europe
France,FR,2006,5.65,46.227638,2.213749,Europe
France,FR,2007,6.3,46.227638,2.213749,Europe
France,FR,2008,7.27,46.227638,2.213749,Europe
France,FR,2009,7.34,46.227638,2.213749,Europe
France,FR,2010,7.82,46.227638,2.213749,Europe
France,FR,2011,6.83,46.227638,2.213749,Europe
France,FR,2012,8.58,46.227638,2.213749,Europe
France,FR,2013,9.72,46.227638,2.213749,Europe
France,FR,2014,9.71,46.227638,2.213749,Europe
France,FR,2015,9.4,46.227638,2.213749,Europe
France,FR,2016,10.24,46.227638,2.213749,Europe
France,FR,2017,9.66,46.227638,2.213749,Europe
France,FR,2018,11.26,46.227638,2.213749,Europe
France,FR,2019,11.73,46.227638,2.213749,Europe
Germany,DE,1965,1.52,51.165691,10.451526,Europe
Germany,DE,1966,1.64,51.165691,10.451526,Europe
Germany,DE,1967,1.56,51.165691,10.451526,Europe
Germany,DE,1968,1.48,51.165691,10.451526,Europe
Germany,DE,1969,1.11,51.165691,10.451526,Europe
Germany,DE,1970,1.42,51.165691,10.451526,Europe
Germany,DE,1971,1.1,51.165691,10.451526,Europe
Germany,DE,1972,1.05,51.165691,10.451526,Europe
Germany,DE,1973,1.14,51.165691,10.451526,Europe
Germany,DE,1974,1.33,51.165691,10.451526,Europe
Germany,DE,1975,1.34,51.165691,10.451526,Europe
Germany,DE,1976,1.05,51.165691,10.451526,Europe
Germany,DE,1977,1.31,51.165691,10.451526,Europe
Germany,DE,1978,1.32,51.165691,10.451526,Europe
Germany,DE,1979,1.26,51.165691,10.451526,Europe
Germany,DE,1980,1.38,51.165691,10.451526,Europe
Germany,DE,1981,1.47,51.165691,10.451526,Europe
Germany,DE,1982,1.51,51.165691,10.451526,Europe
Germany,DE,1983,1.4,51.165691,10.451526,Europe
Germany,DE,1984,1.34,51.165691,10.451526,Europe
Germany,DE,1985,1.24,51.165691,10.451526,Europe
Germany,DE,1986,1.32,51.165691,10.451526,Europe
Germany,DE,1987,1.41,51.165691,10.451526,Europe
Germany,DE,1988,1.41,51.165691,10.451526,Europe
Germany,DE,1989,1.31,51.165691,10.451526,Europe
Germany,DE,1990,1.25,51.165691,10.451526,Europe
Germany,DE,1991,1.19,51.165691,10.451526,Europe
Germany,DE,1992,1.42,51.165691,10.451526,Europe
Germany,DE,1993,1.48,51.165691,10.451526,Europe
Germany,DE,1994,1.63,51.165691,10.451526,Europe
Germany,DE,1995,1.77,51.165691,10.451526,Europe
Germany,DE,1996,1.57,51.165691,10.451526,Europe
Germany,DE,1997,1.69,51.165691,10.451526,Europe
Germany,DE,1998,1.88,51.165691,10.451526,Europe
Germany,DE,1999,2.13,51.165691,10.451526,Europe
Germany,DE,2000,2.8,51.165691,10.451526,Europe
Germany,DE,2001,2.75,51.165691,10.451526,Europe
Germany,DE,2002,3.28,51.165691,10.451526,Europe
Germany,DE,2003,3.32,51.165691,10.451526,Europe
Germany,DE,2004,4.12,51.165691,10.451526,Europe
Germany,DE,2005,4.78,51.165691,10.451526,Europe
Germany,DE,2006,5.54,51.165691,10.451526,Europe
Germany,DE,2007,7.02,51.165691,10.451526,Europe
Germany,DE,2008,7.14,51.165691,10.451526,Europe
Germany,DE,2009,7.71,51.165691,10.451526,Europe
Germany,DE,2010,8.04,51.165691,10.451526,Europe
Germany,DE,2011,9.67,51.165691,10.451526,Europe
Germany,DE,2012,10.9,51.165691,10.451526,Europe
Germany,DE,2013,11.05,51.165691,10.451526,Europe
Germany,DE,2014,12.22,51.165691,10.451526,Europe
Germany,DE,2015,13.67,51.165691,10.451526,Europe
Germany,DE,2016,13.44,51.165691,10.451526,Europe
Germany,DE,2017,14.96,51.165691,10.451526,Europe
Germany,DE,2018,15.85,51.165691,10.451526,Europe
Germany,DE,2019,17.48,51.165691,10.451526,Europe
Greece,GR,1965,2.82,39.074208,21.824312,Europe
Greece,GR,1966,5.57,39.074208,21.824312,Europe
Greece,GR,1967,4.85,39.074208,21.824312,Europe
Greece,GR,1968,3.84,39.074208,21.824312,Europe
Greece,GR,1969,5.47,39.074208,21.824312,Europe
Greece,GR,1970,6.32,39.074208,21.824312,Europe
Greece,GR,1971,5.33,39.074208,21.824312,Europe
Greece,GR,1972,4.8,39.074208,21.824312,Europe
Greece,GR,1973,3.46,39.074208,21.824312,Europe
Greece,GR,1974,3.74,39.074208,21.824312,Europe
Greece,GR,1975,2.83,39.074208,21.824312,Europe
Greece,GR,1976,2.39,39.074208,21.824312,Europe
Greece,GR,1977,2.35,39.074208,21.824312,Europe
Greece,GR,1978,3.6,39.074208,21.824312,Europe
Greece,GR,1979,4.89,39.074208,21.824312,Europe
Greece,GR,1980,4.72,39.074208,21.824312,Europe
Greece,GR,1981,4.83,39.074208,21.824312,Europe
Greece,GR,1982,4.98,39.074208,21.824312,Europe
Greece,GR,1983,3.25,39.074208,21.824312,Europe
Greece,GR,1984,3.81,39.074208,21.824312,Europe
Greece,GR,1985,3.54,39.074208,21.824312,Europe
Greece,GR,1986,4.07,39.074208,21.824312,Europe
Greece,GR,1987,3.2,39.074208,21.824312,Europe
Greece,GR,1988,2.58,39.074208,21.824312,Europe
Greece,GR,1989,1.91,39.074208,21.824312,Europe
Greece,GR,1990,1.69,39.074208,21.824312,Europe
Greece,GR,1991,2.93,39.074208,21.824312,Europe
Greece,GR,1992,2.06,39.074208,21.824312,Europe
Greece,GR,1993,2.14,39.074208,21.824312,Europe
Greece,GR,1994,2.38,39.074208,21.824312,Europe
Greece,GR,1995,3.1,39.074208,21.824312,Europe
Greece,GR,1996,3.72,39.074208,21.824312,Europe
Greece,GR,1997,3.23,39.074208,21.824312,Europe
Greece,GR,1998,2.94,39.074208,21.824312,Europe
Greece,GR,1999,3.7,39.074208,21.824312,Europe
Greece,GR,2000,3.06,39.074208,21.824312,Europe
Greece,GR,2001,2.13,39.074208,21.824312,Europe
Greece,GR,2002,2.57,39.074208,21.824312,Europe
Greece,GR,2003,4,39.074208,21.824312,Europe
Greece,GR,2004,3.98,39.074208,21.824312,Europe
Greece,GR,2005,4.26,39.074208,21.824312,Europe
Greece,GR,2006,4.91,39.074208,21.824312,Europe
Greece,GR,2007,2.86,39.074208,21.824312,Europe
Greece,GR,2008,3.69,39.074208,21.824312,Europe
Greece,GR,2009,5.4,39.074208,21.824312,Europe
Greece,GR,2010,7.25,39.074208,21.824312,Europe
Greece,GR,2011,5.72,39.074208,21.824312,Europe
Greece,GR,2012,7.5,39.074208,21.824312,Europe
Greece,GR,2013,11.13,39.074208,21.824312,Europe
Greece,GR,2014,9.97,39.074208,21.824312,Europe
Greece,GR,2015,12.01,39.074208,21.824312,Europe
Greece,GR,2016,12.17,39.074208,21.824312,Europe
Greece,GR,2017,10.64,39.074208,21.824312,Europe
Greece,GR,2018,12.44,39.074208,21.824312,Europe
Greece,GR,2019,12.11,39.074208,21.824312,Europe
Hong Kong,HK,1965,0,22.396428,114.109497,Asia
Hong Kong,HK,1966,0,22.396428,114.109497,Asia
Hong Kong,HK,1967,0,22.396428,114.109497,Asia
Hong Kong,HK,1968,0,22.396428,114.109497,Asia
Hong Kong,HK,1969,0,22.396428,114.109497,Asia
Hong Kong,HK,1970,0,22.396428,114.109497,Asia
Hong Kong,HK,1971,0,22.396428,114.109497,Asia
Hong Kong,HK,1972,0,22.396428,114.109497,Asia
Hong Kong,HK,1973,0,22.396428,114.109497,Asia
Hong Kong,HK,1974,0,22.396428,114.109497,Asia
Hong Kong,HK,1975,0,22.396428,114.109497,Asia
Hong Kong,HK,1976,0,22.396428,114.109497,Asia
Hong Kong,HK,1977,0,22.396428,114.109497,Asia
Hong Kong,HK,1978,0,22.396428,114.109497,Asia
Hong Kong,HK,1979,0,22.396428,114.109497,Asia
Hong Kong,HK,1980,0,22.396428,114.109497,Asia
Hong Kong,HK,1981,0,22.396428,114.109497,Asia
Hong Kong,HK,1982,0,22.396428,114.109497,Asia
Hong Kong,HK,1983,0,22.396428,114.109497,Asia
Hong Kong,HK,1984,0,22.396428,114.109497,Asia
Hong Kong,HK,1985,0,22.396428,114.109497,Asia
Hong Kong,HK,1986,0,22.396428,114.109497,Asia
Hong Kong,HK,1987,0,22.396428,114.109497,Asia
Hong Kong,HK,1988,0,22.396428,114.109497,Asia
Hong Kong,HK,1989,0,22.396428,114.109497,Asia
Hong Kong,HK,1990,0,22.396428,114.109497,Asia
Hong Kong,HK,1991,0,22.396428,114.109497,Asia
Hong Kong,HK,1992,0,22.396428,114.109497,Asia
Hong Kong,HK,1993,0,22.396428,114.109497,Asia
Hong Kong,HK,1994,0,22.396428,114.109497,Asia
Hong Kong,HK,1995,0,22.396428,114.109497,Asia
Hong Kong,HK,1996,0,22.396428,114.109497,Asia
Hong Kong,HK,1997,0,22.396428,114.109497,Asia
Hong Kong,HK,1998,0,22.396428,114.109497,Asia
Hong Kong,HK,1999,0,22.396428,114.109497,Asia
Hong Kong,HK,2000,0,22.396428,114.109497,Asia
Hong Kong,HK,2001,0,22.396428,114.109497,Asia
Hong Kong,HK,2002,0,22.396428,114.109497,Asia
Hong Kong,HK,2003,0,22.396428,114.109497,Asia
Hong Kong,HK,2004,0,22.396428,114.109497,Asia
Hong Kong,HK,2005,0,22.396428,114.109497,Asia
Hong Kong,HK,2006,0,22.396428,114.109497,Asia
Hong Kong,HK,2007,0,22.396428,114.109497,Asia
Hong Kong,HK,2008,0,22.396428,114.109497,Asia
Hong Kong,HK,2009,0,22.396428,114.109497,Asia
Hong Kong,HK,2010,0.08,22.396428,114.109497,Asia
Hong Kong,HK,2011,0.06,22.396428,114.109497,Asia
Hong Kong,HK,2012,0.07,22.396428,114.109497,Asia
Hong Kong,HK,2013,0.07,22.396428,114.109497,Asia
Hong Kong,HK,2014,0.08,22.396428,114.109497,Asia
Hong Kong,HK,2015,0.08,22.396428,114.109497,Asia
Hong Kong,HK,2016,0.08,22.396428,114.109497,Asia
Hong Kong,HK,2017,0.08,22.396428,114.109497,Asia
Hong Kong,HK,2018,0.07,22.396428,114.109497,Asia
Hong Kong,HK,2019,0.08,22.396428,114.109497,Asia
Hungary,HU,1965,0.11,47.162494,19.503304,Europe
Hungary,HU,1966,0.15,47.162494,19.503304,Europe
Hungary,HU,1967,0.13,47.162494,19.503304,Europe
Hungary,HU,1968,0.13,47.162494,19.503304,Europe
Hungary,HU,1969,0.13,47.162494,19.503304,Europe
Hungary,HU,1970,0.11,47.162494,19.503304,Europe
Hungary,HU,1971,0.12,47.162494,19.503304,Europe
Hungary,HU,1972,0.13,47.162494,19.503304,Europe
Hungary,HU,1973,0.11,47.162494,19.503304,Europe
Hungary,HU,1974,0.09,47.162494,19.503304,Europe
Hungary,HU,1975,0.17,47.162494,19.503304,Europe
Hungary,HU,1976,0.16,47.162494,19.503304,Europe
Hungary,HU,1977,0.14,47.162494,19.503304,Europe
Hungary,HU,1978,0.12,47.162494,19.503304,Europe
Hungary,HU,1979,0.13,47.162494,19.503304,Europe
Hungary,HU,1980,0.1,47.162494,19.503304,Europe
Hungary,HU,1981,0.15,47.162494,19.503304,Europe
Hungary,HU,1982,0.14,47.162494,19.503304,Europe
Hungary,HU,1983,0.14,47.162494,19.503304,Europe
Hungary,HU,1984,0.16,47.162494,19.503304,Europe
Hungary,HU,1985,0.13,47.162494,19.503304,Europe
Hungary,HU,1986,0.13,47.162494,19.503304,Europe
Hungary,HU,1987,0.14,47.162494,19.503304,Europe
Hungary,HU,1988,0.14,47.162494,19.503304,Europe
Hungary,HU,1989,0.13,47.162494,19.503304,Europe
Hungary,HU,1990,0.17,47.162494,19.503304,Europe
Hungary,HU,1991,0.2,47.162494,19.503304,Europe
Hungary,HU,1992,0.2,47.162494,19.503304,Europe
Hungary,HU,1993,0.2,47.162494,19.503304,Europe
Hungary,HU,1994,0.2,47.162494,19.503304,Europe
Hungary,HU,1995,0.21,47.162494,19.503304,Europe
Hungary,HU,1996,0.24,47.162494,19.503304,Europe
Hungary,HU,1997,0.26,47.162494,19.503304,Europe
Hungary,HU,1998,0.21,47.162494,19.503304,Europe
Hungary,HU,1999,0.24,47.162494,19.503304,Europe
Hungary,HU,2000,0.24,47.162494,19.503304,Europe
Hungary,HU,2001,0.25,47.162494,19.503304,Europe
Hungary,HU,2002,0.23,47.162494,19.503304,Europe
Hungary,HU,2003,0.32,47.162494,19.503304,Europe
Hungary,HU,2004,0.88,47.162494,19.503304,Europe
Hungary,HU,2005,1.64,47.162494,19.503304,Europe
Hungary,HU,2006,1.32,47.162494,19.503304,Europe
Hungary,HU,2007,1.68,47.162494,19.503304,Europe
Hungary,HU,2008,2.12,47.162494,19.503304,Europe
Hungary,HU,2009,2.82,47.162494,19.503304,Europe
Hungary,HU,2010,2.85,47.162494,19.503304,Europe
Hungary,HU,2011,2.56,47.162494,19.503304,Europe
Hungary,HU,2012,2.68,47.162494,19.503304,Europe
Hungary,HU,2013,2.96,47.162494,19.503304,Europe
Hungary,HU,2014,3.31,47.162494,19.503304,Europe
Hungary,HU,2015,3.21,47.162494,19.503304,Europe
Hungary,HU,2016,3.17,47.162494,19.503304,Europe
Hungary,HU,2017,3.21,47.162494,19.503304,Europe
Hungary,HU,2018,3.4,47.162494,19.503304,Europe
Hungary,HU,2019,4.02,47.162494,19.503304,Europe
Iceland,IS,1965,23.83,64.963051,-19.020835,Europe
Iceland,IS,1966,22.1,64.963051,-19.020835,Europe
Iceland,IS,1967,23.79,64.963051,-19.020835,Europe
Iceland,IS,1968,23.24,64.963051,-19.020835,Europe
Iceland,IS,1969,29.32,64.963051,-19.020835,Europe
Iceland,IS,1970,40.19,64.963051,-19.020835,Europe
Iceland,IS,1971,40.2,64.963051,-19.020835,Europe
Iceland,IS,1972,41.1,64.963051,-19.020835,Europe
Iceland,IS,1973,43.54,64.963051,-19.020835,Europe
Iceland,IS,1974,45.89,64.963051,-19.020835,Europe
Iceland,IS,1975,47.01,64.963051,-19.020835,Europe
Iceland,IS,1976,48.47,64.963051,-19.020835,Europe
Iceland,IS,1977,49.05,64.963051,-19.020835,Europe
Iceland,IS,1978,48.59,64.963051,-19.020835,Europe
Iceland,IS,1979,50.93,64.963051,-19.020835,Europe
Iceland,IS,1980,54.42,64.963051,-19.020835,Europe
Iceland,IS,1981,55.27,64.963051,-19.020835,Europe
Iceland,IS,1982,60.02,64.963051,-19.020835,Europe
Iceland,IS,1983,61.32,64.963051,-19.020835,Europe
Iceland,IS,1984,60.61,64.963051,-19.020835,Europe
Iceland,IS,1985,60.02,64.963051,-19.020835,Europe
Iceland,IS,1986,60.71,64.963051,-19.020835,Europe
Iceland,IS,1987,60.2,64.963051,-19.020835,Europe
Iceland,IS,1988,60.68,64.963051,-19.020835,Europe
Iceland,IS,1989,59.4,64.963051,-19.020835,Europe
Iceland,IS,1990,58.89,64.963051,-19.020835,Europe
Iceland,IS,1991,60.11,64.963051,-19.020835,Europe
Iceland,IS,1992,59.55,64.963051,-19.020835,Europe
Iceland,IS,1993,59.62,64.963051,-19.020835,Europe
Iceland,IS,1994,59.61,64.963051,-19.020835,Europe
Iceland,IS,1995,60.16,64.963051,-19.020835,Europe
Iceland,IS,1996,58.38,64.963051,-19.020835,Europe
Iceland,IS,1997,60.85,64.963051,-19.020835,Europe
Iceland,IS,1998,63.26,64.963051,-19.020835,Europe
Iceland,IS,1999,66.13,64.963051,-19.020835,Europe
Iceland,IS,2000,66.58,64.963051,-19.020835,Europe
Iceland,IS,2001,68.46,64.963051,-19.020835,Europe
Iceland,IS,2002,68.57,64.963051,-19.020835,Europe
Iceland,IS,2003,68.49,64.963051,-19.020835,Europe
Iceland,IS,2004,67.69,64.963051,-19.020835,Europe
Iceland,IS,2005,67.46,64.963051,-19.020835,Europe
Iceland,IS,2006,69.84,64.963051,-19.020835,Europe
Iceland,IS,2007,73.33,64.963051,-19.020835,Europe
Iceland,IS,2008,80.33,64.963051,-19.020835,Europe
Iceland,IS,2009,81.75,64.963051,-19.020835,Europe
